a,b,c,d,e,f,g,h,i,j,k,l,m
0,35.4246575342466,1,1,0,2,99,0,802,1596,1000,2,0
0,29.6520547945205,2,1,8,2,99,0,949,575,1500,1,0
0,66.5534246575343,1,2,8,9,99,0,918,1545,1141,2,1
0,41.9013698630137,1,2,8,2,99,0,814,1460,1203,3,1
0,39.372602739726,2,2,81,2,3,0,911,1376,7816,2,0
0,58.8191780821918,2,2,0,6,0,0,805,1805,0,3,0
0,24.413698630137,2,1,0,8,99,0,1,0,500,1,0
0,26.3205479452055,2,1,8,2,23,6.32054794520548,931,0,1532,1,1
0,63.8630136986301,2,1,8,9,99,0,847,1745,1000,3,0
0,65.3643835616438,2,2,8,9,99,0,927,1380,0,2,0
0,54.372602739726,1,2,8,9,99,0,960,1431,1700,2,0
0,38.558904109589,2,1,8,11,27,1.82191780821918,858,0,0,1,0
0,44.8712328767123,1,2,8,1,99,9.16164383561644,915,0,3200,2,0
0,32.9698630136986,1,1,0,2,99,2.23287671232877,787,1076,0,2,0
0,23.1287671232877,1,1,8,2,99,0,597,1641,1100,1,1
0,21.7123287671233,1,1,0,2,99,0,449,0,1800,2,0
0,34.0547945205479,1,2,81,2,99,3.07123287671233,872,0,745,1,1
0,22.241095890411,2,1,16,2,99,0,594,0,2000,3,0
0,38.7917808219178,1,2,8,2,99,5.23561643835616,878,0,2396,1,1
0,35.2876712328767,1,2,8,2,99,3.31780821917808,958,1809,5000,2,0
0,21.3315068493151,2,1,0,8,99,0,1,0,500,3,0
0,27.3452054794521,1,1,2,11,27,9.07671232876712,796,0,6000,1,0
0,28.2986301369863,1,2,81,2,99,1.15616438356164,879,1809,930,3,0
0,29.5753424657534,1,2,8,2,99,3.07123287671233,826,0,1200,2,1
0,30.2958904109589,1,1,0,2,99,0,820,0,5000,2,0
0,34.827397260274,2,2,8,2,99,0,899,1059,2000,2,0
0,61.2356164383562,1,2,9,1,99,0,1059,736,3000,2,0
0,57.3561643835616,1,2,8,9,99,0,856,1385,900,2,1
0,40.0027397260274,1,2,0,2,99,0,728,1343,1600,2,0
0,55.7808219178082,1,2,8,9,99,0,906,1770,2200,3,0
0,33.4547945205479,1,2,81,2,99,12.0767123287671,814,0,1400,1,1
0,21.6958904109589,1,1,8,2,99,2.98904109589041,526,1050,1290,2,1
0,58.3205479452055,2,2,8,99,99,0,855,1418,0,2,0
0,30.4356164383562,1,2,0,1,7,3.23287671232877,959,1809,4000,2,0
0,55.4657534246575,2,2,6,1,99,32.5068493150685,1056,0,2500,2,0
0,50.2657534246575,2,1,6,1,21,0,1082,1724,0,2,1
0,60.2712328767123,1,2,8,9,99,3.31780821917808,856,1760,804,2,1
0,20.3178082191781,1,1,0,8,0,0,1,0,500,2,0
0,36.827397260274,2,2,8,2,99,0,899,1715,909,2,0
0,65.5287671232877,1,2,8,9,99,0,850,1367,1267,1,1
0,23.427397260274,1,1,8,8,0,0,1,0,500,3,0
0,45.7369863013699,2,2,8,1,21,0,1100,1640,3500,2,1
0,57.0849315068493,1,2,8,9,99,2.31780821917808,883,1789,3700,2,0
0,22.9342465753425,1,1,0,2,99,1.31780821917808,464,0,950,3,1
0,43.5397260273973,1,2,8,2,14,0,964,1572,4616,2,0
0,28.2876712328767,1,2,8,2,99,7.32054794520548,900,0,7000,2,0
0,31.3123287671233,1,1,8,2,99,2.31780821917808,787,1900,1343,2,0
0,63.1972602739726,1,2,8,9,99,0,798,1632,1095,2,1
0,44.8630136986301,1,2,0,99,99,0,770,1779,1000,2,1
0,37.0493150684932,1,2,8,2,99,0,764,1233,1895,2,1
0,46.2602739726027,1,2,8,2,99,0,770,0,5180,2,0
0,40.3095890410959,1,2,81,2,99,0,820,1159,2000,2,0
0,31.2849315068493,2,2,0,2,99,0,773,1143,900,1,0
0,23.186301369863,1,1,0,1,99,0.989041095890411,582,0,0,1,0
0,64.8657534246575,1,2,8,9,99,0,798,1465,976,2,1
0,61.1013698630137,2,1,8,9,99,0,971,1809,4000,2,1
0,24.8547945205479,1,1,8,2,99,0,704,1789,925,2,1
0,36.3342465753425,1,2,0,2,99,0,820,1745,2000,2,0
0,52.8164383561644,1,2,9,1,99,0,1059,1733,0,2,1
0,26.172602739726,2,1,0,2,21,4.23561643835616,867,0,1471,1,0
0,22.9534246575342,2,1,8,8,99,0,1,1641,500,1,0
0,44.3479452054795,2,2,9,1,5,28.3369863013699,1042,0,9000,2,0
0,25.3698630136986,2,1,9,2,99,2.31780821917808,814,1809,3048,2,1
0,19.4328767123288,1,1,0,2,99,1.07123287671233,520,0,850,3,1
0,24.1205479452055,1,1,8,2,99,4.32054794520548,792,1438,1800,3,0
0,43.8301369863014,1,2,0,2,99,0,764,1865,1500,1,0
0,29.4191780821918,1,2,8,2,99,9.32328767123288,764,0,977,2,1
0,56.427397260274,2,2,0,6,0,0,807,0,500,3,0
0,24.3260273972603,2,1,8,8,0,0,1,0,500,3,0
0,48.9369863013699,2,1,8,99,0,13.3260273972603,861,0,0,2,0
0,32.8575342465753,1,1,8,1,7,3.07123287671233,941,1730,4000,2,0
0,25.2219178082192,1,1,0,2,99,0,734,0,2000,2,0
0,22.3369863013699,2,1,8,2,3,7.32054794520548,574,0,3500,2,0
0,37.2630136986301,1,2,8,2,99,11.1616438356164,878,0,3000,3,0
0,38.7506849315068,1,1,8,2,99,15.3260273972603,796,0,3000,3,0
0,40.0575342465753,1,2,8,2,99,24.3342465753425,878,0,2500,3,0
0,24.5890410958904,1,1,8,8,0,0,1,1192,500,3,0
0,20.7643835616438,2,1,8,8,99,0,1,1865,500,2,0
0,34.413698630137,1,2,81,2,99,0,814,1799,958,3,1
0,51.5123287671233,1,2,8,9,99,0,2,1697,2000,3,0
0,27.2547945205479,1,2,8,8,0,0,1,1476,500,1,0
0,32.9150684931507,1,2,9,2,3,0,958,1594,2500,2,0
0,53.1342465753425,1,2,8,9,3,0,1016,1403,1700,2,0
0,41.3452054794521,2,2,9,6,99,0,837,0,850,2,0
0,21.7835616438356,1,1,0,2,99,0.989041095890411,485,1730,950,2,0
0,21.1178082191781,2,1,81,8,0,0,1,0,500,1,0
0,53.813698630137,2,2,9,6,0,0,805,0,6000,3,0
0,52.3534246575342,1,2,8,2,99,29.3369863013699,782,0,1291,2,1
0,24.627397260274,2,1,8,99,99,2.31780821917808,746,992,950,1,0
0,65.9561643835616,1,2,8,9,99,0,912,0,3183,2,1
0,39.0219178082192,1,2,8,2,99,0,882,1376,1067,2,1
0,23.2465753424658,1,1,0,2,99,0,485,0,1000,2,0
0,27.2849315068493,1,2,8,1,17,0,997,1343,3000,3,0
0,30.6657534246575,1,1,8,2,99,0,878,1460,2500,2,0
0,25.1835616438356,1,1,0,2,99,3.15616438356164,728,1134,527,1,1
0,19.9479452054795,1,1,0,2,99,0,541,0,1000,2,0
0,44.1452054794521,1,2,0,11,27,0,770,1328,0,2,0
0,35.8328767123288,2,1,8,2,99,7.23561643835616,881,0,1700,2,0
0,22.4301369863014,1,1,2,11,27,0,679,1609,2000,2,0
0,42.9260273972603,2,1,0,9,99,0,839,1471,0,2,0
0,29.0164383561644,1,1,0,1,7,3.98904109589041,941,1865,4000,2,0
0,27.2027397260274,1,2,81,8,99,0,1,953,0,3,0
0,25.1753424657534,2,2,0,8,0,0,1,0,500,3,0
0,27.3315068493151,1,2,81,2,99,10.3232876712329,878,0,2750,2,1
0,33.1780821917808,1,2,8,2,99,2.07123287671233,925,1337,1045,2,0
0,53.2027397260274,2,2,6,9,99,26.3342465753425,1049,0,2500,2,0
0,45.1013698630137,2,2,8,1,99,0,1044,1241,2022,2,0
0,23.3315068493151,1,1,0,2,99,0,541,1700,1000,2,1
0,50.6958904109589,1,2,0,9,27,0,844,1118,2510,2,1
0,21.1890410958904,2,1,8,8,0,0,1,1551,500,2,0
0,53.2191780821918,1,2,8,1,23,0,1041,1145,2250,2,1
0,29.0821917808219,1,2,8,2,99,0,900,1205,1032,2,1
0,30.2109589041096,1,2,81,1,99,3.23287671232877,965,1443,2200,2,0
0,36.9945205479452,1,2,8,2,99,0,872,1751,933,3,1
0,21.6164383561644,2,1,81,8,99,0,1,0,500,1,0
0,21.3506849315068,1,1,0,2,99,0,541,1123,2000,2,0
0,30.5479452054795,1,1,8,1,12,7.32054794520548,987,0,7000,2,0
0,24.9616438356164,1,1,0,2,99,1.31780821917808,657,1656,950,3,0
0,20.1315068493151,2,1,0,8,0,0,1,0,500,2,0
0,30.0027397260274,1,2,81,2,99,8.15890410958904,816,0,6000,1,0
0,20.7972602739726,1,1,0,2,99,5.32054794520548,541,1596,1000,2,0
0,35.1041095890411,1,2,8,2,99,0,884,1730,5000,2,0
0,23.5616438356164,2,1,0,8,0,0,1,0,500,3,0
0,45.3232876712329,1,2,8,2,99,4.15616438356164,832,1385,1850,2,0
0,51.1041095890411,1,2,8,11,27,0,890,1900,1000,2,0
0,40.2465753424658,1,2,3,11,99,16.3287671232877,878,0,11259,2,0
0,31.213698630137,1,2,81,2,99,0,896,1161,2238,2,0
0,42.4,1,2,0,2,99,0,820,1809,960,3,1
0,23.9369863013699,2,1,81,8,0,0,1,1310,500,3,0
0,33.8958904109589,1,2,0,1,5,2.9041095890411,944,1596,4000,2,0
0,26.8739726027397,1,1,0,2,99,0,802,1316,2000,2,0
0,50.1643835616438,1,2,81,9,99,0,842,1438,1070,2,0
0,39.413698630137,1,2,81,2,99,0,872,1194,1500,3,0
0,51.5917808219178,1,2,6,2,99,15.3260273972603,890,0,1850,2,0
0,20.1534246575342,2,1,0,8,0,0,1,0,500,2,0
0,38.3917808219178,1,2,81,2,99,12.3260273972603,816,0,1500,3,0
0,28.6109589041096,1,2,8,4,3,0,2,1471,1675,3,1
0,50.3506849315068,1,2,0,2,99,0,820,1538,1457,3,1
0,21.2876712328767,1,1,8,8,0,0,1,0,500,2,0
0,29.3369863013699,1,1,8,4,3,0,2,1706,1784,3,1
0,50.1890410958904,1,2,0,2,99,0,770,1609,1082,2,1
0,51.7890410958904,1,1,81,9,99,0,830,1345,1176,2,1
0,23.2575342465753,1,1,8,8,0,0,1,1596,500,3,0
0,69.7205479452055,2,2,9,6,0,0,869,1685,1500,1,0
0,32.4684931506849,1,2,81,1,7,3.07123287671233,1021,1379,4000,2,0
0,42.9780821917808,2,2,8,6,0,0,801,1626,500,2,0
0,43.0958904109589,2,1,8,9,99,0,777,1805,650,1,0
0,41.2602739726027,1,2,8,2,99,9.16164383561644,816,0,2013,1,1
0,48.227397260274,1,2,8,2,99,6.07397260273973,832,0,2000,2,1
0,47.827397260274,1,2,81,2,28,0,890,0,1500,2,0
0,23.2712328767123,1,2,0,2,99,0,617,0,0,2,0
0,20.2356164383562,1,1,81,2,99,0,535,0,1200,3,0
0,46.3917808219178,2,1,0,9,99,0,741,1656,1000,3,0
0,59.2328767123288,1,2,8,9,99,0,974,1809,1057,2,1
0,44.7671232876712,1,2,0,2,99,0,764,1724,1311,3,1
0,27.5123287671233,1,1,8,1,99,3.31780821917808,1023,1900,2865,2,1
0,32.4,1,2,0,2,99,0,758,1715,1099,1,1
0,21.3260273972603,1,1,8,8,0,0,1,1656,500,3,0
0,38.4684931506849,2,2,6,11,5,15.3260273972603,1011,0,8900,2,0
0,27.1972602739726,1,2,0,2,99,0,764,0,1000,2,0
0,43.5808219178082,1,2,8,2,99,4.65479452054795,890,1656,1401,2,1
0,40.7424657534247,2,2,0,2,99,1.48493150684931,728,0,1022,2,0
0,60.9890410958904,1,2,9,11,27,0,902,1624,5000,2,0
0,34.7917808219178,1,1,4,2,27,0,952,1477,15000,3,0
0,36.3424657534247,1,2,8,1,21,0,1043,1900,3388,2,1
0,28.0712328767123,1,2,8,2,99,0,814,1715,933,3,1
0,20.827397260274,1,1,8,8,0,0,1,1596,500,2,0
0,35.6876712328767,2,1,8,1,99,0,976,0,3000,2,0
0,55.8301369863014,1,2,0,9,99,0,848,1587,1634,1,1
0,77.1698630136986,2,1,81,9,99,0,853,1449,670,2,0
0,32.1753424657534,1,2,8,2,99,0,764,1163,934,2,1
0,40.3452054794521,1,2,0,2,99,0,814,1900,969,1,1
0,66.3616438356164,1,1,8,9,3,2.23287671232877,877,1616,1678,3,1
0,34.8054794520548,1,2,8,2,99,0,934,1196,891,3,1
0,37.8465753424658,2,1,0,8,0,0,1,0,500,3,0
0,26.9561643835616,1,1,0,1,7,3.23287671232877,941,0,4000,2,0
0,37.8054794520548,2,2,9,6,14,8.15890410958904,857,0,1000,2,0
0,45.4301369863014,1,2,81,2,99,0,822,1500,1200,3,0
0,21.7972602739726,1,1,8,99,99,0,553,1389,1500,1,0
0,71.654794520548,2,2,81,9,99,0,927,1760,0,2,0
0,30.8657534246575,2,2,9,1,21,0,1088,1895,2500,3,0
0,30.013698630137,1,2,8,2,99,0,940,1226,721,2,1
0,26.7068493150685,1,1,8,2,99,0,854,0,949,1,0
0,27.3315068493151,1,2,81,2,99,0,826,0,6000,2,0
0,43.8493150684931,1,2,8,2,99,4.32054794520548,884,1656,1000,1,0
0,23.3315068493151,1,2,0,2,99,0,559,1715,1500,2,0
0,25.1397260273973,1,1,0,2,99,6.32054794520548,728,0,1000,1,1
0,24.3342465753425,2,1,8,2,23,1.9041095890411,814,0,926,2,1
0,19.9534246575342,2,1,0,2,99,3.23287671232877,550,0,2500,1,0
0,49.6849315068493,1,2,8,2,99,0,832,1465,1600,2,0
0,69.7506849315069,1,2,0,9,99,0,798,1745,6000,2,0
0,24.3342465753425,1,1,0,2,99,6.32054794520548,746,0,10000,3,0
0,40.4931506849315,1,2,8,2,99,0,758,1656,1175,3,1
0,24.4904109589041,1,1,0,2,99,0.989041095890411,678,1117,1350,2,1
0,21.3315068493151,2,1,0,8,0,0,1,0,500,3,0
0,25.9013698630137,2,1,9,6,0,0,807,144,172,2,1
0,49.441095890411,1,2,9,1,5,15.241095890411,1023,0,5000,2,0
0,68.0191780821918,1,2,8,9,99,0,906,1328,1265,3,0
0,65.3616438356164,1,2,6,9,4,7.32054794520548,872,0,0,2,1
0,55.4383561643836,2,1,8,9,99,0,795,1449,600,2,0
0,62.2219178082192,2,1,8,9,99,0,795,0,1766,2,1
0,30.3369863013699,1,1,81,2,99,0,802,1471,2000,2,0
0,21.5835616438356,1,1,0,8,99,0,1,1656,500,1,0
0,38.9561643835616,1,2,0,2,99,12.4109589041096,814,0,1960,1,0
0,45.0794520547945,2,2,9,4,3,0,2,1538,3725,2,1
0,30.4630136986301,2,2,0,2,99,4.32054794520548,829,1626,1900,3,0
0,21.0876712328767,2,1,0,8,0,0,1,0,500,2,0
0,37.7369863013699,1,2,8,99,99,15.241095890411,820,0,1000,1,1
0,45.4958904109589,1,2,8,2,99,0,946,1343,1775,2,1
0,19.2904109589041,1,1,0,2,28,0,541,0,1500,2,0
0,48.986301369863,1,2,8,1,21,0,1085,1809,4000,2,0
0,21.0493150684932,2,1,0,2,99,0,556,1380,950,2,1
0,31.0520547945205,1,2,81,1,7,2.98904109589041,966,1809,4000,2,0
0,21.8821917808219,2,1,0,8,0,0,1,1656,500,2,0
0,21.3643835616438,1,1,81,2,99,5.32054794520548,535,1386,1770,1,0
0,27.7534246575342,1,2,8,2,99,0,878,1273,0,3,1
0,62.4821917808219,1,2,8,9,99,0,912,1789,1400,2,0
0,25.2383561643836,2,1,0,8,0,0,1,0,500,3,0
0,62.1452054794521,1,2,8,9,99,0,912,1809,1200,1,0
0,59.4383561643836,2,2,8,6,99,0,911,0,500,1,0
0,46.0191780821918,2,2,0,6,0,0,743,0,500,2,0
0,68.9835616438356,1,2,2,11,4,0,838,1751,0,3,0
0,34.5616438356164,1,2,8,2,28,7.73972602739726,758,0,1800,1,0
0,35.5534246575342,1,2,81,2,99,0,814,1809,1250,1,1
0,28.6219178082192,1,2,0,2,99,0,814,1477,1349,1,1
0,35.827397260274,1,2,0,2,99,0,820,1071,2000,2,0
0,24.0657534246575,2,1,8,8,0,0,1,0,500,3,0
0,76.0493150684931,1,2,9,9,99,0,918,1809,0,2,0
0,46.0931506849315,2,2,81,2,99,6.32054794520548,837,0,1000,1,0
0,32.958904109589,2,2,8,4,3,7.65479452054795,2,1809,1832,2,1
0,21.8493150684932,1,1,0,2,99,0,541,0,950,2,0
0,27.3342465753425,1,1,81,1,99,1.07123287671233,852,0,5802,2,1
0,20.7506849315069,1,1,0,2,99,0,541,0,1000,2,0
0,78.1232876712329,1,2,8,9,99,0,968,1519,1600,3,0
0,24.2328767123288,2,1,81,8,0,0,1,1641,500,2,0
0,26.6219178082192,1,2,8,1,17,1.73698630136986,988,1262,4425,2,0
0,41.9972602739726,1,2,0,2,99,11.3232876712329,826,0,0,2,0
0,19.6712328767123,1,1,0,8,99,0,1,0,500,2,0
0,47.4986301369863,1,2,8,2,99,0,890,1389,3100,2,0
0,53.558904109589,1,2,8,9,99,0,918,1799,2094,2,1
0,43.5972602739726,1,2,8,99,99,5.32054794520548,826,0,5000,2,0
0,52.6493150684932,2,1,8,1,99,0,1056,1624,6000,2,0
0,35.9260273972603,1,2,8,2,99,0,878,1789,2322,2,1
0,26.3342465753425,1,1,2,1,7,4.32054794520548,999,1880,2800,2,1
0,50.4191780821918,1,2,0,2,99,0,770,601,0,2,0
0,30.7123287671233,1,2,0,2,99,0,820,1672,1300,2,1
0,53.1671232876712,1,2,81,9,99,0,866,1051,3620,2,0
0,75.8438356164384,2,1,6,9,99,0,915,1820,1000,2,0
0,35.6712328767123,2,2,8,1,21,15.1643835616438,1094,0,0,2,0
0,49.158904109589,1,2,8,2,99,0,884,1805,2000,2,0
0,23.7698630136986,1,1,8,2,99,1.23287671232877,646,1581,949,2,0
0,48.6931506849315,1,1,8,2,99,0,752,1220,1000,2,1
0,56.0712328767123,1,2,8,2,99,0,914,0,3200,2,0
0,29.1753424657534,1,2,8,2,99,12.0767123287671,884,0,2664,2,1
0,19.8301369863014,1,1,0,8,0,0,1,0,500,1,0
0,45.3424657534247,2,2,6,1,23,0,998,1460,9000,3,0
0,27.0356164383562,1,1,81,2,99,0,796,1110,1600,3,0
0,54.6876712328767,1,1,8,9,21,0,948,0,3400,3,1
0,56.2684931506849,1,2,8,1,99,31.3369863013699,1035,0,3500,3,0
0,33.9561643835616,2,2,81,6,0,0,855,1566,500,2,0
0,67.9452054794521,1,2,81,9,99,0,912,1715,986,2,1
0,21.1342465753425,1,1,81,8,99,0,1,1745,500,3,0
0,43.3452054794521,1,2,8,2,99,0,890,1745,950,2,0
0,38.1013698630137,1,2,0,2,99,0,758,1745,954,3,1
0,44.0328767123288,1,2,0,2,99,0,826,1809,0,2,0
0,24.9808219178082,1,1,0,2,99,1.15616438356164,713,0,1915,3,1
0,42.0109589041096,1,2,8,2,99,0,890,1162,1800,2,0
0,64.0986301369863,1,2,8,9,99,0,854,618,1100,1,0
0,33.6575342465753,1,2,0,99,99,0,764,1579,1000,2,1
0,42.0986301369863,1,2,8,2,99,0,728,1672,806,1,0
0,25.9808219178082,2,2,8,2,99,0,779,0,821,2,1
0,25.6575342465753,1,2,81,99,99,3.31780821917808,770,1389,1081,2,1
0,23.4301369863014,1,1,8,8,0,0,1,0,500,2,0
0,37.7561643835616,1,1,8,11,99,18.3287671232877,934,0,0,3,0
0,58.1561643835616,1,2,8,2,27,0,976,1438,0,2,0
0,39.8630136986301,1,2,9,2,5,0,996,1697,15000,2,0
0,21.4493150684931,1,1,8,2,99,3.31780821917808,597,0,1076,1,1
0,49.0219178082192,2,2,8,2,99,0,779,0,1100,1,1
0,39.7561643835616,1,2,8,2,99,0,826,0,3000,2,0
0,44.2383561643836,1,1,8,1,99,20.0821917808219,971,0,0,2,0
0,42.3452054794521,2,2,81,2,99,0,955,1730,1580,3,1
0,42.1369863013699,1,2,8,1,99,11.3232876712329,973,0,2500,2,0
0,52.2684931506849,1,2,6,9,99,0,916,1799,0,2,1
0,19.5808219178082,1,1,8,2,28,1.31780821917808,526,0,1200,2,0
0,34.2520547945205,1,2,9,2,99,6.32054794520548,878,0,1000,3,0
0,48.3205479452055,1,2,8,2,99,0,940,1715,958,3,1
0,70.6876712328767,1,2,8,9,99,0,850,1779,1200,3,0
0,46.3945205479452,1,2,8,2,99,26.3342465753425,890,0,2364,2,1
0,52.8739726027397,1,2,0,99,99,0,840,649,1000,2,1
0,38.4191780821918,1,2,8,99,99,0,940,841,2000,2,0
0,37.1972602739726,1,2,8,2,99,9.32328767123288,894,0,1000,3,0
0,60.358904109589,2,2,9,9,99,0,1007,1609,1570,2,0
0,28.5369863013699,1,2,8,2,99,9.32328767123288,826,0,2000,2,0
0,44.2630136986301,1,2,2,11,12,17.3287671232877,964,0,0,2,0
0,41.6438356164384,1,1,8,99,99,18.3287671232877,814,0,5000,3,0
0,30.9342465753425,1,2,8,2,99,13.3260273972603,758,0,1600,3,0
0,30.3698630136986,1,2,8,2,99,5.32054794520548,764,1477,1800,2,0
0,37.9972602739726,1,2,0,2,99,1.15616438356164,807,1060,1000,2,1
0,38.7698630136986,1,2,6,2,12,0,940,1770,7795,2,1
0,19.827397260274,1,1,0,8,0,0,1,0,500,2,0
0,34.8438356164384,2,1,0,2,99,0,755,0,0,1,0
0,21.9068493150685,2,1,8,8,0,0,1,1134,500,2,0
0,20.9287671232877,1,1,0,8,0,0,1,1312,500,2,0
0,35.3835616438356,1,2,9,2,99,0,882,0,5000,2,0
0,26.4356164383562,2,2,0,2,99,0,773,1745,1500,1,0
0,44.7260273972603,1,2,81,2,99,0,884,1587,958,3,1
0,45.3479452054795,1,2,6,1,99,19.3287671232877,965,0,3000,1,0
0,24.7534246575342,1,2,8,2,99,5.32054794520548,696,1596,1100,2,1
0,30.7890410958904,1,2,81,2,99,0,884,1403,1984,2,1
0,47.186301369863,1,2,8,2,99,0,832,1624,1000,2,0
0,32.1890410958904,1,2,8,2,99,0,894,1558,2837,3,1
0,63.7780821917808,2,1,8,9,99,0,903,1751,4000,1,0
0,26.6356164383562,2,1,0,2,99,0,817,0,1000,2,1
0,61.3342465753425,2,2,81,9,99,0,875,1900,1000,2,0
0,22.9698630136986,1,1,8,2,3,0,599,1566,1100,2,0
0,39.5315068493151,1,2,8,2,99,4.32054794520548,820,1116,1381,3,1
0,46.9150684931507,1,2,0,99,99,0,734,1680,1000,2,1
0,60.4,2,1,8,10,3,0,913,1656,3410,2,1
0,25.2465753424658,1,2,8,2,99,5.32054794520548,758,0,977,2,1
0,26.027397260274,2,1,0,2,99,0.989041095890411,835,1656,1000,2,0
0,25.4356164383562,2,1,8,8,0,0,1,1596,500,1,0
0,25.3150684931507,1,1,8,2,23,0,678,0,1022,2,1
0,20.0794520547945,1,1,0,8,0,0,1,0,500,2,0
0,41.7616438356164,2,1,81,2,99,5.15890410958904,755,905,985,3,0
0,36.4246575342466,1,1,8,2,99,0,916,655,2696,1,1
0,46.0602739726027,1,2,81,2,99,10.3232876712329,764,0,1311,3,0
0,20.7698630136986,1,1,0,8,99,0,1,0,500,1,0
0,24.9452054794521,2,2,0,2,99,2.07123287671233,696,1536,1200,2,0
0,22.1041095890411,1,1,0,2,99,0,485,1367,1100,2,1
0,32.8630136986301,2,1,8,1,99,6.07397260273973,1038,0,4131,2,0
0,41.9205479452055,1,2,8,1,7,18.3287671232877,1061,0,0,2,1
0,33.5534246575342,1,1,3,11,27,13.3260273972603,740,0,50000,3,0
0,19.8904109589041,2,1,0,2,99,4.32054794520548,500,0,940,2,0
0,29.3369863013699,1,1,0,2,99,2.31780821917808,769,0,1530,2,0
0,31.1342465753425,1,2,8,2,99,6.32054794520548,940,0,894,2,1
0,65.7780821917808,1,2,0,9,99,0,798,1724,1250,3,0
0,23.958904109589,1,1,0,8,0,0,1,1670,500,1,0
0,21.8630136986301,2,1,8,8,0,0,1,570,0,3,0
0,35.0383561643836,1,2,81,2,99,14.3260273972603,884,0,0,2,0
0,42.8931506849315,1,2,0,2,99,0,770,0,1200,2,0
0,67.8657534246575,2,2,9,2,5,0,961,0,3500,3,0
0,74.1561643835616,1,2,6,9,17,56.3561643835616,1010,0,5000,2,1
0,26.4630136986301,1,1,8,1,23,7.15890410958904,929,0,0,2,0
0,60.4191780821918,1,2,8,9,99,0,918,1809,1114,2,0
0,20.8493150684932,1,1,8,8,0,0,1,1632,500,3,0
0,35.8821917808219,1,2,8,2,99,0,872,1656,960,3,1
0,41.2602739726027,2,2,8,6,0,2.31780821917808,774,1536,500,1,0
0,59.8082191780822,1,2,8,9,99,0,918,668,1558,1,0
0,50.4986301369863,2,2,8,6,0,0,857,1513,500,1,0
0,66.8849315068493,1,2,8,9,99,0,906,1809,4500,1,0
0,42.6876712328767,1,2,8,2,99,21.2465753424658,940,0,0,1,0
0,35.9643835616438,1,2,8,2,99,10.9945205479452,882,0,2543,2,1
0,25.9013698630137,1,1,8,2,99,4.32054794520548,752,0,1725,2,1
0,30.6931506849315,1,2,8,2,99,0,878,1069,1500,2,0
0,42.5123287671233,1,2,8,1,99,0,1041,1167,2500,1,0
0,43.158904109589,1,1,8,2,99,0,810,1596,1040,2,0
0,61.2821917808219,2,1,8,9,99,2.31780821917808,942,1279,25752,2,1
0,30.7095890410959,2,2,0,2,99,1.07123287671233,764,1359,950,2,0
0,58.3041095890411,1,2,8,9,99,0,840,1460,950,2,1
0,80.4547945205479,2,1,0,9,99,0,851,0,900,2,0
0,39.1260273972603,2,2,8,2,23,6.32054794520548,967,0,1700,1,0
0,24.0739726027397,1,1,8,8,0,0,1,1308,500,3,0
0,45.2712328767123,1,2,81,2,99,0,764,0,765,1,1
0,27.8904109589041,1,1,8,2,99,1.31780821917808,849,1208,1000,2,0
0,27.8082191780822,1,2,8,2,99,4.23561643835616,900,1205,1300,2,0
0,61.2301369863014,1,2,9,9,7,0,998,1724,0,2,1
0,23.4301369863014,1,1,8,2,99,6.32054794520548,541,0,1100,2,1
0,29.9397260273973,1,1,0,2,99,8.99452054794521,860,0,1250,2,0
0,49.4356164383562,1,2,8,11,1,22.0849315068493,940,0,2500,1,0
0,47.5041095890411,1,1,8,2,99,5.32054794520548,804,1609,2949,1,0
0,55.9095890410959,1,2,6,9,99,21.3315068493151,986,0,0,1,1
0,29.5780821917808,1,1,8,2,12,0,934,0,2000,1,0
0,31.3041095890411,2,2,8,6,0,0,851,1488,500,1,0
0,40.241095890411,1,2,81,2,99,0,838,1809,2000,2,0
0,58.1917808219178,2,1,8,9,99,0,853,1403,1000,2,0
0,24.5479452054795,1,1,8,2,12,2.82191780821918,821,1760,3500,2,0
0,19.1287671232877,1,1,81,2,99,0,535,1137,1100,1,1
0,26.1698630136986,1,2,0,2,99,0,758,0,1500,1,0
0,37.0712328767123,2,2,9,11,27,17.3287671232877,973,0,12500,2,0
0,47.1013698630137,1,2,8,2,99,12.3260273972603,826,0,2000,2,0
0,24.6547945205479,1,1,0,2,99,0,734,1335,1000,2,0
0,21.3616438356164,2,1,81,8,0,0,1,713,500,2,0
0,23.5095890410959,1,1,8,8,0,0,1,0,500,3,0
0,23.8794520547945,1,1,8,8,0,0,1,1611,500,2,0
0,49.0219178082192,1,2,81,2,99,0,832,1408,1500,2,0
0,29.6712328767123,1,2,81,2,99,2.23287671232877,807,0,1000,2,0
0,19.8904109589041,2,1,0,8,0,0,1,0,500,1,0
0,51.7561643835616,2,2,81,2,99,8.32328767123288,899,0,1000,2,0
0,31.7178082191781,1,2,8,2,99,2.31780821917808,805,1163,950,1,0
0,39.0328767123288,1,2,8,8,0,0,1,0,500,1,0
0,46.5232876712329,1,2,0,2,99,6.32054794520548,764,0,2000,1,0
0,57.5397260273973,1,2,8,2,99,16.3287671232877,782,0,1600,2,1
0,37.8191780821918,1,2,8,1,7,9.74246575342466,1043,0,3028,2,1
0,43.2575342465753,1,1,8,11,27,1.82191780821918,913,1257,0,2,0
0,21.8712328767123,1,1,8,2,99,0,541,1446,949,2,1
